"RecordIDS","AverageConsistency","Developers-Consistency","Developers-Values","Mode-Consistency","Mode-Values","Platform-Consistency","Platform-Values","Genres-Consistency","Genres-Values","Publishers-Consistency","Publishers-Values","Name-Consistency","Name-Values","Release-Consistency","Release-Values"
"DBpedia_Video_Game_729+Kaggle1_Video_Game_902","0.7142857142857143","0.0","{[, NDcube, ]|[, Nintendo, Nd Cube, ]}","1.0","{[, Multiplayer, , Single player, ]}","1.0","{Nintendo 3DS|Nintendo 3DS}","0.0","{[, Party video game, ]|[, Misc, ]}","1.0","{[, Nintendo, ]|[, Nintendo, ]}","1.0","{Mario Party: Island Tour|Mario Party: Island Tour}","1.0","{2013-11-22T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_10478+Kaggle1_Video_Game_861","0.8571428571428571","1.0","{[, EA Black Box, ]|[, EA Black Box, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Sports game, ]|[, Sports, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","1.0","{Skate 3|Skate 3}","1.0","{2010-05-11T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_21888+Kaggle1_Video_Game_8950","0.5714285714285714","1.0","{[, Acclaim Studios Teesside, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation (console)|PlayStation (console)}","0.0","{[, Action-adventure game, ]|[, Role-Playing, ]}","0.0","{[, Acclaim Entertainment, ]|[, Atlus, ]}","0.0","{Shadow Man (video game)|Shin Megami Tensei: Devil Summoner - Soul Hackers}","1.0","{1999-08-31T00:00|1999-01-01T00:00}"
"DBpedia_Video_Game_16984+DBpedia_Video_Game_2159+DBpedia_Video_Game_23372+Kaggle1_Video_Game_13730+Kaggle1_Video_Game_9361","0.4095238095238095","0.0","{[, FromSoftware, ]|[, Sega development studios, ]|[, Respondesign, , Ubisoft, ]|[, Falcom, ]}","0.6666666666666666","{[, Multiplayer video game, , Single player, ]|[, Single-player, ]|[, Single-player, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, Hack and slash, , Real-time strategy, ]|[, Action-adventure, , Beat 'em up, ]|[, Exergaming, ]|[, Sports, ]|[, Role-Playing, ]}","0.0","{[, FromSoftware, ]|[, Sega, ]|[, Respondesign, ]|[, responDESIGN, ]|[, Konami Digital Entertainment, ]}","0.4","{Yoshitsune Eiyūden: The Story of Hero Yoshitsune|Yakuza (video game)|Yourself!Fitness|Yourself Fitness|Ys: The Ark of Napishtim}","0.8","{2005-01-13T00:00|2005-12-08T00:00|2004-10-08T00:00|2005-01-01T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_21677+DBpedia_Video_Game_965+Kaggle1_Video_Game_10871+Kaggle1_Video_Game_2042","0.39285714285714285","0.0","{[, Supersonic Software, ]|[, Bullfrog Productions, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer, , Single-player, ]}","1.0","{PlayStation (console)|PlayStation (console)|PlayStation (console)|PlayStation (console)}","0.0","{[, Arcade game, , Sports, ]|[, Real-time strategy, ]|[, Strategy, ]|[, Puzzle, ]}","0.5","{[, Hasbro Interactive, , MacSoft, ]|[, Electronic Arts, ]|[, Electronic Arts, ]|[, Hasbro Interactive, ]}","0.5","{Pong: The Next Level|Populous: The Beginning|Populous: The Beginning|Pong: The Next Level}","0.75","{1999-10-31T00:00|1998-11-17T00:00|1998-01-01T00:00|1998-01-01T00:00}"
"DBpedia_Video_Game_10250+Kaggle1_Video_Game_8666","0.8571428571428571","1.0","{[, Pacific Coast Power & Light, , Tiertex Design Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Game Boy Advance|Game Boy Advance}","0.0","{[, Racing video game, , Sports video game, ]|[, Racing, ]}","1.0","{[, THQ, ]|[, THQ, ]}","1.0","{MX 2002 featuring Ricky Carmichael|MX 2002 Featuring Ricky Carmichael}","1.0","{2001-07-03T00:00|2001-01-01T00:00}"
"DBpedia_Video_Game_17387+Kaggle1_Video_Game_2831","0.5714285714285714","0.0","{[, EA Canada, , HB Studios, , Microsoft Windows, , Wii, ]|[, EA Canada, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{NBA Live 08|NBA Live 08}","1.0","{2007-10-01T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_19836+Kaggle1_Video_Game_14267","0.5714285714285714","1.0","{[, Data East, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Super Nintendo Entertainment System|Super Nintendo Entertainment System}","0.0","{[, Fighting game, ]|[, Role-Playing, ]}","0.0","{[, Data East, ]|[, Culture Brain, ]}","0.0","{Fighter's History (video game)|First Queen: Ornic Senki}","1.0","{1994-05-27T00:00|1994-01-01T00:00}"
"DBpedia_Video_Game_11059+Kaggle1_Video_Game_7156","0.8571428571428571","1.0","{[, Cing, ]}","1.0","{[, Single player, ]}","1.0","{Nintendo DS|Nintendo DS}","0.0","{[, Adventure game, ]|[, Adventure, ]}","1.0","{[, Nintendo, ]|[, Nintendo, ]}","1.0","{Last Window: The Secret of Cape West|Last Window: The Secret of Cape West}","1.0","{2010-01-14T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_20037+Kaggle1_Video_Game_2888","0.7142857142857143","0.0","{[, EA Canada, , HB Studios, ]|[, EA Canada, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Sports game, ]|[, Sports, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","1.0","{NBA Live 09|NBA Live 09}","1.0","{2008-10-07T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_4981+Kaggle1_Video_Game_8715","0.42857142857142855","0.0","{[, Renegade Kid, ]|[, Compile Heart, GCREST, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Platform game, ]|[, Role-Playing, ]}","0.0","{[, Renegade Kid, ]|[, Nippon Ichi Software, ]}","0.0","{Mutant Mudds|Mugen Souls}","1.0","{2012-01-26T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_10477+Kaggle1_Video_Game_2510","0.7142857142857143","0.0","{[, EA Black Box, , EA Seattle, ]|[, EA Seattle, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Racing video game, ]|[, Racing, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","1.0","{Need for Speed: Hot Pursuit 2|Need for Speed: Hot Pursuit 2}","1.0","{2002-10-02T00:00|2002-01-01T00:00}"
"DBpedia_Video_Game_17408+Kaggle1_Video_Game_6692","0.7142857142857143","1.0","{[, 2K Marin, ]|[, 2K Marin, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Tactical shooter, ]|[, Shooter, ]}","0.0","{[, 2K Games, ]|[, Take-Two Interactive, ]}","1.0","{The Bureau: XCOM Declassified|The Bureau: XCOM Declassified}","1.0","{2013-08-20T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_19592+Kaggle1_Video_Game_7531","0.8571428571428571","1.0","{[, Media.Vision, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Tactical role-playing game, ]|[, Role-Playing, ]}","1.0","{[, Sega, ]|[, Sega, ]}","1.0","{Shining Blade|Shining Blade}","1.0","{2012-03-15T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_8067+Kaggle1_Video_Game_7578","0.8571428571428571","1.0","{[, WayForward, ]|[, WayForward, ]}","1.0","{[, Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Action-adventure game, , Metroidvania, , Platform game, ]|[, Adventure, ]}","1.0","{[, Activision, ]|[, Activision, ]}","1.0","{Teenage Mutant Ninja Turtles: Danger of the Ooze|Teenage Mutant Ninja Turtles: Danger of the Ooze}","1.0","{2014-10-28T00:00|2014-01-01T00:00}"
"DBpedia_Video_Game_1185+Kaggle1_Video_Game_668","0.5714285714285714","0.0","{[, EA Tiburon, , Exient Entertainment, ]|[, EA Tiburon, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{Madden NFL 08|Madden NFL 08}","1.0","{2007-08-14T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_11582+DBpedia_Video_Game_16536+Kaggle1_Video_Game_1933+Kaggle1_Video_Game_3274+Kaggle1_Video_Game_8800","0.5142857142857142","0.4","{[, San Diego Studio, ]|[, CyberConnect2, ]|[, CyberConnect2, ]|[, Visual Concepts, ]|[, SCEA San Diego Studios, ]}","0.0","{[, Multiplayer game, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3}","0.4","{[, Arcade game, , Simulation, , Sports, ]|[, Fighting game, ]|[, Fighting, ]|[, Sports, ]|[, Sports, ]}","0.4","{[, Sony Computer Entertainment, ]|[, Bandai Namco Games, , Namco Bandai Games, ]|[, Namco Bandai Games, ]|[, Take-Two Interactive, ]|[, Sony Computer Entertainment, ]}","0.4","{NBA 09: The Inside|Naruto: Ultimate Ninja Storm|Naruto: Ultimate Ninja Storm|NBA 2K9|NBA 09: The Inside}","1.0","{2008-10-07T00:00|2008-11-04T00:00|2008-01-01T00:00|2008-01-01T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_11686+DBpedia_Video_Game_21007+DBpedia_Video_Game_21856+DBpedia_Video_Game_23195+DBpedia_Video_Game_7677+DBpedia_Video_Game_9398+DBpedia_Video_Game_9694+Kaggle1_Video_Game_1210+Kaggle1_Video_Game_3901+Kaggle1_Video_Game_451+Kaggle1_Video_Game_7827","0.5955473098330242","0.45454545454545453","{[, BioWare, ]|[, BioWare, ]|[, 2K Czech, ]|[, BioWare, ]|[, Game Republic, ]|[, BioWare, ]|[, Visual Concepts, ]|[, 2K Czech, ]|[, Visual Concepts, ]|[, BioWare, ]|[, Game Republic, ]}","0.7142857142857143","{[, Single-player video game, ]|[, Single-player video game, ]|[, Single-player, ]|[, Single-player video game, ]|[, Single-player video game, ]|[, Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360|Xbox 360}","0.36363636363636365","{[, Action role-playing game, , Third-person shooter, ]|[, Action role-playing game, , Third-person shooter, ]|[, Action-adventure, ]|[, Action role-playing game, , Third-person shooter, ]|[, Action-adventure game, , Puzzle video game, ]|[, Action role-playing game, , Third-person shooter, ]|[, Sports game, ]|[, Action, ]|[, Sports, ]|[, Role-Playing, ]|[, Adventure, ]}","0.45454545454545453","{[, Electronic Arts, ]|[, Electronic Arts, ]|[, 2K Games, ]|[, Electronic Arts, ]|[, Namco Bandai Games, ]|[, Electronic Arts, ]|[, 2K Sports, ]|[, Take-Two Interactive, ]|[, Take-Two Interactive, ]|[, Electronic Arts, ]|[, Namco Bandai Games, ]}","0.18181818181818182","{Mass Effect 2: Kasumi – Stolen Memory|Mass Effect 2: Lair of the Shadow Broker|Mafia II|Mass Effect 2: Overlord|Majin and the Forsaken Kingdom|Mass Effect 2|Major League Baseball 2K10|Mafia II|Major League Baseball 2K10|Mass Effect 2|Majin and the Forsaken Kingdom}","1.0","{2010-04-06T00:00|2010-09-07T00:00|2010-08-24T00:00|2010-06-15T00:00|2010-11-23T00:00|2010-01-26T00:00|2010-03-02T00:00|2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_1360+DBpedia_Video_Game_6493+Kaggle1_Video_Game_12409+Kaggle1_Video_Game_6237","0.39285714285714285","0.5","{[, Presto Studios, ]|[, Koei, ]|[, Koei, ]|[, Presto Studios, ]}","0.0","{[, Single-player video game, ]|[, Multiplayer video game, , Single-player, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, Graphic adventure game, , Puzzle video game, ]|[, Hack and slash, ]|[, Action, ]|[, Adventure, ]}","0.0","{[, Ubi Soft, ]|[, Koei, ]|[, Tecmo Koei, ]|[, Ubisoft, ]}","0.5","{Myst III: Exile|Mystic Heroes|Mystic Heroes|Myst III: Exile}","0.75","{2001-05-07T00:00|2002-03-29T00:00|2002-01-01T00:00|2002-01-01T00:00}"
"DBpedia_Video_Game_755+Kaggle1_Video_Game_11547+Kaggle1_Video_Game_13244+Kaggle1_Video_Game_6627","0.6785714285714286","0.0","{[, Monkeystone Games, ]|[, One Man Band, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{Game Boy Advance|Game Boy Advance|Game Boy Advance|Game Boy Advance}","0.75","{[, Arcade game, , Party video game, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]}","0.5","{[, Majesco Entertainment, ]|[, N/A, ]|[, Majesco Entertainment, ]|[, N/A, ]}","0.5","{Cartoon Network: Block Party|Cartoon Network Collection: Game Boy Advance Video Volume 2|Cartoon Network Block Party|Cartoon Network Collection: Game Boy Advance Video Volume 1}","1.0","{2004-08-05T00:00|2004-01-01T00:00|2004-01-01T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_11434+Kaggle1_Video_Game_5989","0.42857142857142855","0.0","{[, Warthog (developer), ]|[, Midway Studios - Austin, ]}","1.0","{[, Single player, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Action-adventure game, ]|[, Shooter, ]}","0.0","{[, Ignition Entertainment, ]|[, Midway Games, ]}","0.0","{Animaniacs: The Great Edgar Hunt|Area 51}","1.0","{2005-05-27T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_1667+DBpedia_Video_Game_18127+DBpedia_Video_Game_8879+Kaggle1_Video_Game_10254+Kaggle1_Video_Game_296","0.43809523809523804","0.0","{[, HeroCraft, ]|[, InXile Entertainment, ]|[, Mike Bithell, ]|[, Ubisoft Montreal, ]}","0.6666666666666666","{[, Multiplayer video game, , Single-player video game, ]|[, Single-player video game, ]|[, Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4}","0.0","{[, Turn-based strategy, ]|[, Role-playing video game, ]|[, Stealth game, ]|[, Role-Playing, ]|[, Action, ]}","0.4","{[, HeroCraft, ]|[, Deep Silver, ]|[, Mike Bithell, ]|[, Deep Silver, ]|[, Ubisoft, ]}","0.4","{Warhammer 40,000: Space Wolf|Wasteland 2|Volume (video game)|Wasteland 2|Watch Dogs}","0.6","{2014-10-28T00:00|2014-09-19T00:00|2015-08-18T00:00|2015-01-01T00:00|2014-01-01T00:00}"
"DBpedia_Video_Game_11217+Kaggle1_Video_Game_2509","0.7142857142857143","0.0","{[, Neversoft, , Shaba Games, ]|[, Shaba Games, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Sports game, ]|[, Sports, ]}","1.0","{[, Activision, ]|[, Activision, ]}","1.0","{Tony Hawk's Underground 2: Remix|Tony Hawk's Underground 2 Remix}","1.0","{2005-03-24T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_21232+DBpedia_Video_Game_22891+Kaggle1_Video_Game_4975+Kaggle1_Video_Game_7198+Kaggle1_Video_Game_8480+Kaggle1_Video_Game_9055","0.40476190476190477","0.0","{[, Amaze Entertainment, ]|[, PlayFirst, ]|[, Climax Entertainment, ]|[, Amaze Entertainment, Walt Disney Japan, ]|[, Zoo Games, ]}","0.0","{[, Multiplayer, , Online multiplayer, , Single-player, ]|[, Single-player video game, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.3333333333333333","{[, Adventure game, , Simulation game, ]|[, Strategy game, ]|[, Puzzle, ]|[, Strategy, ]|[, Simulation, ]|[, Puzzle, ]}","0.3333333333333333","{[, Disney Interactive Studios, ]|[, PlayFirst, ]|[, Eidos Interactive, ]|[, Sega, ]|[, Disney Interactive Studios, ]|[, Zoo Games, ]}","0.3333333333333333","{Disney Friends|Diner Dash: Flo on the Go|Diner Dash: Sizzle & Serve|Dinosaur King|Disney Friends|Diner Dash: Flo on the Go}","0.8333333333333334","{2007-10-19T00:00|2007-06-04T00:00|2007-01-01T00:00|2007-01-01T00:00|2007-01-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_16023+DBpedia_Video_Game_19564+Kaggle1_Video_Game_13285+Kaggle1_Video_Game_9628","0.5","0.5","{[, Radical Entertainment, ]|[, Hothouse Creations, ]|[, Hothouse Creations, ]|[, Radical Entertainment, ]}","0.0","{[, Multiplayer video game, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox (console)|Xbox (console)|Xbox (console)|Xbox (console)}","0.0","{[, Kart racer, , Platformer, , Vehicular combat game, ]|[, Action game, ]|[, Action, ]|[, Racing, ]}","0.5","{[, Vivendi Games, ]|[, Konami, ]|[, Konami Digital Entertainment, ]|[, Vivendi Games, ]}","0.5","{Crash Tag Team Racing|Crime Life: Gang Wars|Crime Life: Gang Wars|Crash Tag Team Racing}","1.0","{2005-10-19T00:00|2005-09-01T00:00|2005-01-01T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_12171+Kaggle1_Video_Game_5508","0.5714285714285714","0.0","{[, EA Bright Light, , Full Fat, , Gameloft, ]|[, EA Bright Light, ]}","1.0","{[, Single-player video game, ]}","1.0","{Wii|Wii}","0.0","{[, Action-adventure game, ]|[, Action, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","0.0","{Harry Potter and the Deathly Hallows – Part 2 (video game)|Harry Potter and the Deathly Hallows - Part 2}","1.0","{2011-07-11T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_17859+Kaggle1_Video_Game_15987","0.8571428571428571","1.0","{[, Kadokawa Shoten, ]}","1.0","{[, Single-player, ]}","1.0","{Nintendo DS|Nintendo DS}","0.0","{[, Visual Novel, ]|[, Adventure, ]}","1.0","{[, Kadokawa Shoten, ]|[, Kadokawa Shoten, ]}","1.0","{Sora no Otoshimono Forte: Dreamy Season|Sora no Otoshimono Forte: Dreamy Season}","1.0","{2011-01-27T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_19729+Kaggle1_Video_Game_4044","0.8571428571428571","1.0","{[, DreamRift, ]}","1.0","{[, Single-player video game, ]}","1.0","{Nintendo 3DS|Nintendo 3DS}","0.0","{[, Platform game, ]|[, Action, ]}","1.0","{[, Disney Interactive Studios, ]|[, Disney Interactive Studios, ]}","1.0","{Epic Mickey: Power of Illusion|Epic Mickey: Power of Illusion}","1.0","{2012-11-18T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_14985+Kaggle1_Video_Game_1212","0.7142857142857143","1.0","{[, 2K Marin, ]|[, 2K Marin, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, First-person shooter, ]|[, Shooter, ]}","0.0","{[, 2K Games, ]|[, Take-Two Interactive, ]}","1.0","{BioShock 2|BioShock 2}","1.0","{2010-02-09T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_1091+DBpedia_Video_Game_17663+Kaggle1_Video_Game_12549+Kaggle1_Video_Game_5276","0.42857142857142855","0.0","{[, Team17, , Two Tribes B.V., ]|[, Left Field Productions, ]|[, Farmind Ltd, ]|[, Team 17, Two Tribes, ]}","0.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.0","{[, Artillery game, , Strategy game, ]|[, Card game, ]|[, Misc, ]|[, Strategy, ]}","0.5","{[, THQ, ]|[, Activision, ]|[, Activision, ]|[, THQ, ]}","0.5","{Worms: Open Warfare 2|World Series of Poker 2008: Battle for the Bracelets|World Series of Poker 2008: Battle for the Bracelets|Worms: Open Warfare 2}","1.0","{2007-08-30T00:00|2007-09-25T00:00|2007-01-01T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_13747+DBpedia_Video_Game_22569+DBpedia_Video_Game_4126+DBpedia_Video_Game_6612+Kaggle1_Video_Game_10553+Kaggle1_Video_Game_11108+Kaggle1_Video_Game_11793+Kaggle1_Video_Game_14131+Kaggle1_Video_Game_3589+Kaggle1_Video_Game_3695+Kaggle1_Video_Game_5654+Kaggle1_Video_Game_8911","0.40692640692640686","0.18181818181818182","{[, Midway Studios San Diego, ]|[, IO Interactive, ]|[, Square Enix, ]|[, Racjin, ]|[, Midway Studios - San Diego, ]|[, Deibus Studios, ]|[, UDS, ]|[, Jester Interactive, ]|[, Racjin, ]|[, Square Enix, ]|[, Black Ops Entertainment, ]}","0.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]|[, Single player video game, ]|[, Single-player, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.16666666666666666","{[, Racing video game, ]|[, Third-person shooter, ]|[, Tactical role-playing game, ]|[, Action role-playing game, ]|[, Racing, ]|[, Racing, ]|[, Platform, ]|[, Misc, ]|[, Role-Playing, ]|[, Strategy, ]|[, Fighting, ]|[, Shooter, ]}","0.3333333333333333","{[, Midway Home Entertainment, ]|[, Electronic Arts, ]|[, Square Enix, ]|[, Square Enix, ]|[, Midway Games, ]|[, Midway Games, ]|[, SCi, ]|[, Jester Interactive, ]|[, Square Enix, ]|[, Square Enix, ]|[, Namco Bandai Games, ]|[, Play It, ]}","0.16666666666666666","{Freaky Flyers|Freedom Fighters (video game)|Front Mission 4|Fullmetal Alchemist and the Broken Angel|Freaky Flyers|Freestyle Metal X|Futurama|FunkMaster Flex's Digital Hitz Factory|Fullmetal Alchemist and the Broken Angel|Front Mission 4|From TV Animation One Piece: Grand Battle! 3|Fugitive Hunter: War on Terror}","1.0","{2003-08-05T00:00|2003-09-26T00:00|2003-12-18T00:00|2003-12-25T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00|2003-01-01T00:00}"
"DBpedia_Video_Game_24778+Kaggle1_Video_Game_11145","0.5714285714285714","1.0","{[, Koei, ]}","1.0","{[, Single-player video game, ]}","1.0","{Super Nintendo Entertainment System|Super Nintendo Entertainment System}","0.0","{[, Strategy video game, ]|[, Shooter, ]}","0.0","{[, Koei, ]|[, Konami Digital Entertainment, ]}","0.0","{Leading Company|Lethal Enforcers}","1.0","{1993-02-26T00:00|1993-01-01T00:00}"
"DBpedia_Video_Game_8821+Kaggle1_Video_Game_4784","0.42857142857142855","0.0","{[, Konami, ]|[, Triumph Studios, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Scrolling shooter, ]|[, Strategy, ]}","0.0","{[, Konami, ]|[, Codemasters, ]}","0.0","{Otomedius|Overlord}","1.0","{2007-10-15T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_4636+Kaggle1_Video_Game_15053","0.8571428571428571","1.0","{[, Artificial Mind and Movement, ]|[, Artificial Mind and Movement, ]}","1.0","{[, Single-player video game, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Action-adventure game, , Platformer, ]|[, Action, ]}","1.0","{[, BAM! Entertainment, ]|[, BAM! Entertainment, ]}","1.0","{Carmen Sandiego: The Secret of the Stolen Drums|Carmen Sandiego: The Secret of the Stolen Drums}","1.0","{2004-03-05T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_16213+Kaggle1_Video_Game_11","0.8571428571428571","1.0","{[, Nintendo EAD, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{Nintendo DS|Nintendo DS}","0.0","{[, Digital pet, ]|[, Simulation, ]}","1.0","{[, Nintendo, ]|[, Nintendo, ]}","1.0","{Nintendogs|Nintendogs}","1.0","{2005-04-21T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_4200+Kaggle1_Video_Game_11611","0.7142857142857143","1.0","{[, Insomniac Games, ]|[, Insomniac Games, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4}","0.0","{[, Action-adventure game, , Metroidvania, ]|[, Action, ]}","0.0","{[, GameTrust Games, ]|[, Insomniac Games, ]}","1.0","{Song of the Deep|Song of the Deep}","1.0","{2016-07-12T00:00|2016-01-01T00:00}"
"DBpedia_Video_Game_13917+Kaggle1_Video_Game_7466","0.7142857142857143","0.0","{[, Beenox, ]|[, Cranky Pants Games, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Action video game, , Hack and slash, ]|[, Action, ]}","1.0","{[, THQ, ]|[, THQ, ]}","1.0","{Evil Dead: Regeneration|Evil Dead: Regeneration}","1.0","{2005-09-13T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_1070+DBpedia_Video_Game_15749+Kaggle1_Video_Game_1728","0.5238095238095238","0.0","{[, Irem, ]|[, Square (video game company), ]}","1.0","{[, Single-player video game, ]|[, Single-player video game, ]}","1.0","{Super Nintendo Entertainment System|Super Nintendo Entertainment System|Super Nintendo Entertainment System}","0.0","{[, Platform game, ]|[, Role-playing video game, ]|[, Role-Playing, ]}","0.0","{[, Irem, ]|[, Square Enix, ]|[, SquareSoft, ]}","0.6666666666666666","{Rocky Rodent|Romancing SaGa 2|Romancing SaGa 2}","1.0","{1993-07-30T00:00|1993-12-10T00:00|1993-01-01T00:00}"
"DBpedia_Video_Game_9740+Kaggle1_Video_Game_2766","0.42857142857142855","0.0","{[, EA Redwood Shores, , Headgate Studios, , Stormfront Studios, ]|[, Stormfront Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{Tiger Woods PGA Tour 2001|Tiger Woods PGA Tour 2001}","0.0","{2000-11-06T00:00|2001-01-01T00:00}"
"DBpedia_Video_Game_13871+DBpedia_Video_Game_9816+Kaggle1_Video_Game_12595","0.5714285714285714","0.6666666666666666","{[, Pyro Studios, ]|[, Neko Entertainment, ]|[, Pyro Studios, ]}","0.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, First-person shooter, ]|[, Shoot 'em up, ]|[, Shooter, ]}","0.6666666666666666","{[, Eidos Interactive, ]|[, BigBen Interactive, , Conspiracy Entertainment, ]|[, Eidos Interactive, ]}","0.6666666666666666","{Commandos: Strike Force|Cocoto Magic Circus|Commandos: Strike Force}","1.0","{2006-03-17T00:00|2006-04-07T00:00|2006-01-01T00:00}"
